9.983641929456925936e+03,9.983641929456925936e+03,9.983641929456925936e+03,9.983641929456925936e+03,9.983641929456925936e+03
2.918801211573677938e+04,3.227623655428865823e+04,3.542844583704433171e+04,4.191539325538752746e+04,1.260922777432766088e+04
4.795233387677762948e+04,5.417199640153726796e+04,6.057103704677543283e+04,7.314442542812362080e+04,9.362665245695415069e+04
6.714773194095080544e+04,7.696265620844010846e+04,8.635718973927394836e+04,1.052892149096468056e+05,1.052954635729463043e+05
8.635654038817140099e+04,9.939324178243696224e+04,1.112971971090106963e+05,1.365859132267704117e+05,1.338311485192095861e+05
1.052849569756363053e+05,1.209851582518971991e+05,1.365768371848927927e+05,1.681404318782055052e+05,1.652167174716616864e+05
1.236795491909295961e+05,1.432159359146397910e+05,1.619663064500479959e+05,1.995654769567667972e+05,1.954749470521640906e+05
1.432126124074055115e+05,1.660344962978656113e+05,1.872411822763268137e+05,2.317021637267493061e+05,2.264736377976723888e+05
1.619452680118886055e+05,1.883003090450864111e+05,2.133446292386119894e+05,2.630924987131307716e+05,2.582882185330406937e+05
1.807009249804237043e+05,2.097528445559683896e+05,2.377545634046676860e+05,2.947446285147310118e+05,2.895025244886279106e+05
2.005259543649939005e+05,2.325880274424986856e+05,2.639986794525465812e+05,3.264997229415372130e+05,3.197112588497871184e+05
2.191265572913613869e+05,2.543243267551388999e+05,2.894317138228586991e+05,3.581396439003577107e+05,3.503203525454464834e+05
2.374744064157305111e+05,2.774350708967574174e+05,3.137114761070237728e+05,3.893492041928340914e+05,3.812407599509530119e+05
2.567765316150281869e+05,2.990941500004492118e+05,3.398191188756672200e+05,4.219667951342543820e+05,4.121903129774766858e+05
2.757211671369579271e+05,3.220687709968970157e+05,3.644010915180803859e+05,4.535807923989822739e+05,4.425370081601638230e+05
2.956297510948050185e+05,3.431475806683307746e+05,3.908673270352112013e+05,4.833962864905833267e+05,4.750229241879875190e+05
3.135099777607704746e+05,3.654072617974344175e+05,4.152833304385325173e+05,5.167426480373446830e+05,5.051991654939167784e+05
3.337747075437338208e+05,3.889410584778640186e+05,4.415394834138486767e+05,5.472886284977335017e+05,5.359762121611874318e+05
3.516751958978811745e+05,4.099153508068398805e+05,4.674557344152529258e+05,5.814765426315410296e+05,5.664911059021498077e+05
3.720070917983227991e+05,4.319120713985281182e+05,4.927591654520055745e+05,6.111254063083354849e+05,5.952877366787130013e+05
3.895910843834375846e+05,4.549656718775596819e+05,5.171265615761401714e+05,6.439930704644841608e+05,6.294027493805259001e+05
4.095889041119682952e+05,4.768541165313984966e+05,5.431744398546105949e+05,6.751826267974947114e+05,6.596515053010138217e+05
4.283310774759647902e+05,4.996214547746974276e+05,5.678804472404138651e+05,7.036380259047325235e+05,6.952240366188349435e+05
4.475559116930217133e+05,5.208375560515950201e+05,5.941796915779896080e+05,7.346401737192827277e+05,7.227212857339531183e+05
4.652095523842102266e+05,5.451612199822196271e+05,6.185972011648991611e+05,7.685009984665689990e+05,7.540148269377532415e+05
4.851240237992234179e+05,5.651281205859496258e+05,6.444091541026058840e+05,7.978655370045283344e+05,7.899623512103415560e+05
5.032174063871891121e+05,5.880419973842505133e+05,6.676953215957751963e+05,8.294301933845118620e+05,8.100079794192643603e+05
5.233745880616693757e+05,6.113175737327315146e+05,6.962634878779681167e+05,8.633449787600131240e+05,8.550289513219896471e+05
5.414297425741616171e+05,6.321936723752581747e+05,7.219718969664206961e+05,8.997330876132667763e+05,8.803653268423264381e+05
5.612271230306199286e+05,6.557377538175596856e+05,7.442569397995680338e+05,9.286971885879618349e+05,9.078493137467871420e+05
5.805635321639875183e+05,6.765755312601305777e+05,7.720134709039912559e+05,9.591094068499261048e+05,9.376905430038433988e+05
5.992530059148769360e+05,6.997413621006094618e+05,7.959578424772477010e+05,9.909557998253065161e+05,9.701000876508307410e+05
