1.846672384832744865e+04,1.846682290386849127e+04,9.983641929456925936e+03,9.983641929456925936e+03,9.983641929456925936e+03
2.819873114194353911e+04,2.819883351791957102e+04,1.002434122268927968e+04,9.983641929456925936e+03,9.983641929456925936e+03
3.876532194550911663e+04,3.998572873243015056e+04,4.121526088440697640e+04,9.983641929456925936e+03,9.983641929456925936e+03
4.876456996783978684e+04,5.134570454983245145e+04,5.395820796877449902e+04,9.983641929456925936e+03,9.983641929456925936e+03
6.061771807589068339e+04,6.470082770036460715e+04,6.607668134928215295e+04,9.983641929456925936e+03,9.983641929456925936e+03
7.305456737168275868e+04,7.732339147842572129e+04,8.020341521855989413e+04,8.604283144356783305e+04,9.983641929456925936e+03
8.603930271342609194e+04,9.198101994722682866e+04,9.499184754859050736e+04,1.010912702247161942e+05,9.983641929456925936e+03
9.955294626667546981e+04,1.057271094797159021e+05,1.104267464573893958e+05,1.183901972825886041e+05,9.983641929456925936e+03
1.120034815729607944e+05,1.216134138169168000e+05,1.265083117287034984e+05,1.347998542487020022e+05,9.983641929456925936e+03
1.265053347957490041e+05,1.364693720833385887e+05,1.432481166870429879e+05,1.536227516073728038e+05,9.983641929456925936e+03
1.415398868304706120e+05,1.536124636905440129e+05,1.606668932603264984e+05,1.714640665422810998e+05,9.983641929456925936e+03
1.571217465603851888e+05,1.696343089193427877e+05,1.787933339662511135e+05,1.919333455919146945e+05,9.983641929456925936e+03
1.732705842755197082e+05,1.881251135562653071e+05,1.957418169318636064e+05,2.113539309121819097e+05,1.996251108587653143e+05
1.881207255904393096e+05,2.054180236308428866e+05,2.153186195108916145e+05,2.336719486629138119e+05,2.193938919764925959e+05
2.054106729860187043e+05,2.253983982070292113e+05,2.357294162691645033e+05,2.548952074683296087e+05,2.400056335109960928e+05
2.233501455001934082e+05,2.441130653910037072e+05,2.570346536622724961e+05,2.793578416051000822e+05,2.615422673985181900e+05
2.419763391833610949e+05,2.635680234096341883e+05,2.793054633577262866e+05,3.027073277538703987e+05,2.840956942402665736e+05
2.613306342256788921e+05,2.861150298228702159e+05,3.026256169344151858e+05,3.297453769536375767e+05,3.077646188338926877e+05
2.791821433962797746e+05,3.073076218348066905e+05,3.270940008115877281e+05,3.556980812716818764e+05,3.326819829169273144e+05
3.000373229035165277e+05,3.319361971985825803e+05,3.501934874695116887e+05,3.859539679121213267e+05,3.590143998769543250e+05
3.217574955579763046e+05,3.551523421136711841e+05,3.771833450026963837e+05,4.152294110014013131e+05,3.869764417757207993e+05
3.443902684857004206e+05,3.822109225968812825e+05,4.057232989940413972e+05,4.496914511760607711e+05,4.168495038345145877e+05
3.679772581614396186e+05,4.077865966753864195e+05,4.360049950123914168e+05,4.834248523414960946e+05,4.490102938010069192e+05
3.897679456548764138e+05,4.376605643409059267e+05,4.682555291022062884e+05,5.236905986921794829e+05,4.839751170389835024e+05
4.152161114802224911e+05,4.659334840334616019e+05,5.027435297211476718e+05,5.637589911817887332e+05,5.224715927022636170e+05
4.416247909686178900e+05,4.989494891053173924e+05,5.397832952616534894e+05,6.125299885732124094e+05,5.655595478877690621e+05
4.689117752553505125e+05,5.301181938775741728e+05,5.797368997863752302e+05,6.621737542003436247e+05,6.148460274096973008e+05
4.969195976936718216e+05,5.663052926682940451e+05,6.185207174886075081e+05,7.241887204639255069e+05,6.728901734361109557e+05
5.222181716627131100e+05,6.001249971879275981e+05,6.651492022667516721e+05,7.891205097531003412e+05,7.440206769681557780e+05
5.508074893551005516e+05,6.387758552493001334e+05,7.159068982804906555e+05,8.725825971028208733e+05,8.361034091123481048e+05
5.790874287774626864e+05,6.741020405996021582e+05,7.711386831240488682e+05,9.620777793796058977e+05,9.645449936654707417e+05
5.975019371584897162e+05,6.976723814859298291e+05,7.945286178481985116e+05,9.918316377376703313e+05,9.969352212152014254e+05
