rram_0.mem_0:rram_v (interpolated wth step=1e-11) X,rram_0.mem_0:rram_v (interpolated wth step=1e-11) Y,rram_0.mem_0:rram_g (interpolated wth step=1e-11) X,rram_0.mem_0:rram_g (interpolated wth step=1e-11) Y,rram_0.mem_0:rram_i (interpolated wth step=1e-11) X,rram_0.mem_0:rram_i (interpolated wth step=1e-11) Y,rram_0.mem_0:rram_r_read (interpolated wth step=1e-11) X,rram_0.mem_0:rram_r_read (interpolated wth step=1e-11) Y
3.178000000000149e-08,-1.568160000000107,3.178000000000149e-08,7.015028692803427e-10,3.178000000000149e-08,-9.183656930125847e-05,3.178000000000149e-08,88928.57256051488
3.179000000000148e-08,-1.568880000000107,3.179000000000148e-08,7.033628110113207e-10,3.179000000000148e-08,-9.137071976646182e-05,3.179000000000148e-08,89531.96272972878
3.180000000000148e-08,-1.569600000000107,3.180000000000148e-08,7.05222979027474e-10,3.180000000000148e-08,-9.090715781523962e-05,3.180000000000148e-08,90139.52112602306
3.181000000000148e-08,-1.570320000000107,3.181000000000148e-08,7.070833455519223e-10,3.181000000000148e-08,-9.044588174586742e-05,3.181000000000148e-08,90751.26787297332
3.182000000000148e-08,-1.571040000000107,3.182000000000148e-08,7.08943882684644e-10,3.182000000000148e-08,-8.99868897607701e-05,3.182000000000148e-08,91367.2230135834
3.183000000000148e-08,-1.571760000000106,3.183000000000148e-08,7.108045624065568e-10,3.183000000000148e-08,-8.953017996624886e-05,3.183000000000148e-08,91987.40650749362
3.184000000000147e-08,-1.572480000000106,3.184000000000147e-08,7.126653565836468e-10,3.184000000000147e-08,-8.907575037223559e-05,3.184000000000147e-08,92611.83822819397
3.185000000000147e-08,-1.573200000000106,3.185000000000147e-08,7.145262369711447e-10,3.185000000000147e-08,-8.862359889207579e-05,3.185000000000147e-08,93240.53796024225
3.186000000000147e-08,-1.573920000000106,3.186000000000147e-08,7.163871752177503e-10,3.186000000000147e-08,-8.817372334233893e-05,3.186000000000147e-08,93873.52539648933
3.187000000000147e-08,-1.574640000000106,3.187000000000147e-08,7.182481428699004e-10,3.187000000000147e-08,-8.772612144265703e-05,3.187000000000147e-08,94510.82013531204
3.188000000000147e-08,-1.575360000000106,3.188000000000147e-08,7.201091113760808e-10,3.188000000000147e-08,-8.728079081559152e-05,3.188000000000147e-08,95152.44167785493
3.189000000000147e-08,-1.576080000000106,3.189000000000147e-08,7.219700520911814e-10,3.189000000000147e-08,-8.683772898652796e-05,3.189000000000147e-08,95798.40942528243
3.190000000000146e-08,-1.576800000000105,3.190000000000146e-08,7.2383093628089e-10,3.190000000000146e-08,-8.639693338359945e-05,3.190000000000146e-08,96448.74267604201
3.191000000000146e-08,-1.577520000000105,3.191000000000146e-08,7.256917351261271e-10,3.191000000000146e-08,-8.595840133763765e-05,3.191000000000146e-08,97103.46062314005
3.192000000000146e-08,-1.578240000000105,3.192000000000146e-08,7.275524197275162e-10,3.192000000000146e-08,-8.552213008215306e-05,3.192000000000146e-08,97762.58235143103
3.193000000000146e-08,-1.578960000000105,3.193000000000146e-08,7.294129611098907e-10,3.193000000000146e-08,-8.508811675334273e-05,3.193000000000146e-08,98426.12683492151
3.194000000000146e-08,-1.579680000000105,3.194000000000146e-08,7.31273330226835e-10,3.194000000000146e-08,-8.465635839012663e-05,3.194000000000146e-08,99094.11293409049
3.195000000000145e-08,-1.580400000000105,3.195000000000145e-08,7.331334979652572e-10,3.195000000000145e-08,-8.422685193421243e-05,3.195000000000145e-08,99766.55939322611
3.196000000000145e-08,-1.581120000000105,3.196000000000145e-08,7.349934351499936e-10,3.196000000000145e-08,-8.379959423018786e-05,3.196000000000145e-08,100443.4848377814
3.197000000000145e-08,-1.581840000000104,3.197000000000145e-08,7.368531125484395e-10,3.197000000000145e-08,-8.337458202564254e-05,3.197000000000145e-08,101124.9077717484
3.198000000000145e-08,-1.582560000000104,3.198000000000145e-08,7.387125008752106e-10,3.198000000000145e-08,-8.29518119713163e-05,3.198000000000145e-08,101810.8465750542
3.199000000000145e-08,-1.583280000000104,3.199000000000145e-08,7.405715707968251e-10,3.199000000000145e-08,-8.253128062127725e-05,3.199000000000145e-08,102501.3195009766
3.200000000000144e-08,-1.584000000000104,3.200000000000144e-08,7.424302929364126e-10,3.200000000000144e-08,-8.211298443312617e-05,3.200000000000144e-08,103196.3446735849
3.201000000000144e-08,-1.584720000000104,3.201000000000144e-08,7.442886378784438e-10,3.201000000000144e-08,-8.16969197682301e-05,3.201000000000144e-08,103895.9400852028
3.202000000000144e-08,-1.585440000000104,3.202000000000144e-08,7.461465761734772e-10,3.202000000000144e-08,-8.128308289198292e-05,3.202000000000144e-08,104600.123593897
3.203000000000144e-08,-1.586160000000103,3.203000000000144e-08,7.48004078342926e-10,3.203000000000144e-08,-8.087146997409377e-05,3.203000000000144e-08,105308.9129209917
3.204000000000144e-08,-1.586880000000104,3.204000000000144e-08,7.4986111488384e-10,3.204000000000144e-08,-8.04620770889029e-05,3.204000000000144e-08,106022.3256486109
3.205000000000144e-08,-1.587600000000103,3.205000000000144e-08,7.517176562736999e-10,3.205000000000144e-08,-8.005490021572449e-05,3.205000000000144e-08,106740.3792172479
3.206000000000143e-08,-1.588320000000103,3.206000000000143e-08,7.535736729752241e-10,3.206000000000143e-08,-7.964993523921766e-05,3.206000000000143e-08,107463.0909233647
3.207000000000143e-08,-1.589040000000103,3.207000000000143e-08,7.554291354411857e-10,3.207000000000143e-08,-7.924717794978271e-05,3.207000000000143e-08,108190.4779170223
3.208000000000143e-08,-1.589760000000103,3.208000000000143e-08,7.572840141192352e-10,3.208000000000143e-08,-7.884662404398565e-05,3.208000000000143e-08,108922.557199541
3.209000000000143e-08,-1.590480000000103,3.209000000000143e-08,7.591382794567318e-10,3.209000000000143e-08,-7.844826912500824e-05,3.209000000000143e-08,109659.3456211947
3.210000000000143e-08,-1.591200000000103,3.210000000000143e-08,7.609919019055745e-10,3.210000000000143e-08,-7.805210870312485e-05,3.210000000000143e-08,110400.8598789374
3.211000000000142e-08,-1.591920000000103,3.211000000000142e-08,7.628448519270378e-10,3.211000000000142e-08,-7.765813819620498e-05,3.211000000000142e-08,111147.1165141646
3.212000000000142e-08,-1.592640000000102,3.212000000000142e-08,7.646970999966056e-10,3.212000000000142e-08,-7.726635293024155e-05,3.212000000000142e-08,111898.1319105101
3.213000000000142e-08,-1.593360000000102,3.213000000000142e-08,7.665486166088022e-10,3.213000000000142e-08,-7.687674813990527e-05,3.213000000000142e-08,112653.9222916789
3.214000000000142e-08,-1.594080000000102,3.214000000000142e-08,7.683993722820191e-10,3.214000000000142e-08,-7.648931896912309e-05,3.214000000000142e-08,113414.5037193174
3.215000000000142e-08,-1.594800000000102,3.215000000000142e-08,7.702493375633356e-10,3.215000000000142e-08,-7.610406047168269e-05,3.215000000000142e-08,114179.8920909216
3.216000000000141e-08,-1.595520000000102,3.216000000000141e-08,7.720984830333291e-10,3.216000000000141e-08,-7.572096761186078e-05,3.216000000000141e-08,114950.1031377845
3.217000000000141e-08,-1.596240000000102,3.217000000000141e-08,7.739467793108767e-10,3.217000000000141e-08,-7.534003526507602e-05,3.217000000000141e-08,115725.1524229832
3.218000000000141e-08,-1.596960000000102,3.218000000000141e-08,7.757941970579418e-10,3.218000000000141e-08,-7.49612582185657e-05,3.218000000000141e-08,116505.0553394066
3.219000000000141e-08,-1.597680000000101,3.219000000000141e-08,7.776407069843476e-10,3.219000000000141e-08,-7.458463117208595e-05,3.219000000000141e-08,117289.8271078247
3.220000000000141e-08,-1.598400000000102,3.220000000000141e-08,7.794862798525328e-10,3.220000000000141e-08,-7.421014873863534e-05,3.220000000000141e-08,118079.4827750005
3.22100000000014e-08,-1.599120000000101,3.22100000000014e-08,7.813308864822875e-10,3.22100000000014e-08,-7.38378054452011e-05,3.22100000000014e-08,118874.0372118439
3.22200000000014e-08,-1.599840000000101,3.22200000000014e-08,7.831744977554708e-10,3.22200000000014e-08,-7.346759573352797e-05,3.22200000000014e-08,119673.5051116106
3.22300000000014e-08,-1.600560000000101,3.22300000000014e-08,7.850170846207026e-10,3.22300000000014e-08,-7.309951396090857e-05,3.22300000000014e-08,120477.9009881446
3.22400000000014e-08,-1.601280000000101,3.22400000000014e-08,7.868586180980318e-10,3.22400000000014e-08,-7.273355440099627e-05,3.22400000000014e-08,121287.2391741667
3.22500000000014e-08,-1.602000000000101,3.22500000000014e-08,7.886990692835775e-10,3.22500000000014e-08,-7.23697112446387e-05,3.22500000000014e-08,122101.5338196067
3.22600000000014e-08,-1.602720000000101,3.22600000000014e-08,7.905384093541419e-10,3.22600000000014e-08,-7.200797860073157e-05,3.22600000000014e-08,122920.7988899858
3.227000000000139e-08,-1.6034400000001,3.227000000000139e-08,7.92376609571791e-10,3.227000000000139e-08,-7.164835049709406e-05,3.227000000000139e-08,123745.0481648418
3.228000000000139e-08,-1.6041600000001,3.228000000000139e-08,7.942136412884036e-10,3.228000000000139e-08,-7.129082088136313e-05,3.228000000000139e-08,124574.2952362043
3.229000000000139e-08,-1.6048800000001,3.229000000000139e-08,7.960494759501862e-10,3.229000000000139e-08,-7.093538362190732e-05,3.229000000000139e-08,125408.5535071183
3.230000000000139e-08,-1.6056000000001,3.230000000000139e-08,7.978840851021507e-10,3.230000000000139e-08,-7.058203250875975e-05,3.230000000000139e-08,126247.8361902148
3.231000000000139e-08,-1.6063200000001,3.231000000000139e-08,7.997174403925538e-10,3.231000000000139e-08,-7.023076125456998e-05,3.231000000000139e-08,127092.1563063312
3.232000000000138e-08,-1.6070400000001,3.232000000000138e-08,8.015495135772972e-10,3.232000000000138e-08,-6.988156349557277e-05,3.232000000000138e-08,127941.5266831818
3.233000000000138e-08,-1.6077600000001,3.233000000000138e-08,8.033802765242852e-10,3.233000000000138e-08,-6.953443279257539e-05,3.233000000000138e-08,128795.959954078
3.234000000000138e-08,-1.608480000000099,3.234000000000138e-08,8.052097012177384e-10,3.234000000000138e-08,-6.918936263196165e-05,3.234000000000138e-08,129655.4685566972
3.235000000000138e-08,-1.609200000000099,3.235000000000138e-08,8.070377597624649e-10,3.235000000000138e-08,-6.884634642671164e-05,3.235000000000138e-08,130520.0647319057
3.236000000000138e-08,-1.609920000000099,3.236000000000138e-08,8.088644243880796e-10,3.236000000000138e-08,-6.850537751743917e-05,3.236000000000138e-08,131389.7605226287
3.237000000000137e-08,-1.610640000000099,3.237000000000137e-08,8.106896674531804e-10,3.237000000000137e-08,-6.816644917344238e-05,3.237000000000137e-08,132264.5677727751
3.238000000000137e-08,-1.611360000000099,3.238000000000137e-08,8.125134614494704e-10,3.238000000000137e-08,-6.782955459377159e-05,3.238000000000137e-08,133144.4981262113
3.239000000000137e-08,-1.612080000000099,3.239000000000137e-08,8.143357790058291e-10,3.239000000000137e-08,-6.749468690830984e-05,3.239000000000137e-08,134029.5630257876
3.240000000000137e-08,-1.612800000000099,3.240000000000137e-08,8.161565928923329e-10,3.240000000000137e-08,-6.716183917886816e-05,3.240000000000137e-08,134919.7737124177
3.241000000000137e-08,-1.613520000000098,3.241000000000137e-08,8.179758760242168e-10,3.241000000000137e-08,-6.683100440029397e-05,3.241000000000137e-08,135815.1412242081
3.242000000000136e-08,-1.614240000000098,3.242000000000136e-08,8.197936014657833e-10,3.242000000000136e-08,-6.650217550159193e-05,3.242000000000136e-08,136715.6763956416
3.243000000000136e-08,-1.614960000000098,3.243000000000136e-08,8.21609742434252e-10,3.243000000000136e-08,-6.617534534705779e-05,3.243000000000136e-08,137621.3898568122
3.244000000000136e-08,-1.615680000000098,3.244000000000136e-08,8.234242723035509e-10,3.244000000000136e-08,-6.585050673742299e-05,3.244000000000136e-08,138532.2920327129
3.245000000000136e-08,-1.616400000000098,3.245000000000136e-08,8.252371646080463e-10,3.245000000000136e-08,-6.552765241101147e-05,3.245000000000136e-08,139448.3931425752
3.246000000000136e-08,-1.617120000000098,3.246000000000136e-08,8.270483930462133e-10,3.246000000000136e-08,-6.52067750449058e-05,3.246000000000136e-08,140369.7031992619
3.247000000000136e-08,-1.617840000000098,3.247000000000136e-08,8.288579314842419e-10,3.247000000000136e-08,-6.488786725612444e-05,3.247000000000136e-08,141296.2320087127
3.248000000000135e-08,-1.618560000000097,3.248000000000135e-08,8.306657539595789e-10,3.248000000000135e-08,-6.457092160280789e-05,3.248000000000135e-08,142227.9891694395
3.249000000000135e-08,-1.619280000000097,3.249000000000135e-08,8.324718346844069e-10,3.249000000000135e-08,-6.425593058541382e-05,3.249000000000135e-08,143164.9840720781
3.250000000000135e-08,-1.620000000000097,3.250000000000135e-08,8.34276148049054e-10,3.250000000000135e-08,-6.394288664792082e-05,3.250000000000135e-08,144107.2258989885
3.251000000000135e-08,-1.620720000000097,3.251000000000135e-08,8.36078668625339e-10,3.251000000000135e-08,-6.36317821790393e-05,3.251000000000135e-08,145054.7236239092
3.252000000000135e-08,-1.621440000000097,3.252000000000135e-08,8.378793711698469e-10,3.252000000000135e-08,-6.332260951343053e-05,3.252000000000135e-08,146007.4860116624
3.253000000000134e-08,-1.622160000000097,3.253000000000134e-08,8.396782306271358e-10,3.253000000000134e-08,-6.301536093293155e-05,3.253000000000134e-08,146965.5216179111
3.254000000000134e-08,-1.622880000000097,3.254000000000134e-08,8.414752221328741e-10,3.254000000000134e-08,-6.271002866778668e-05,3.254000000000134e-08,147928.8387889684
3.255000000000134e-08,-1.623600000000097,3.255000000000134e-08,8.432703210169057e-10,3.255000000000134e-08,-6.240660489788417e-05,3.255000000000134e-08,148897.4456616564
3.256000000000134e-08,-1.624320000000096,3.256000000000134e-08,8.450635028062444e-10,3.256000000000134e-08,-6.210508175399854e-05,3.256000000000134e-08,149871.3501632167
3.257000000000134e-08,-1.625040000000096,3.257000000000134e-08,8.468547432279964e-10,3.257000000000134e-08,-6.180545131903657e-05,3.257000000000134e-08,150850.5600112723
3.258000000000133e-08,-1.625760000000096,3.258000000000133e-08,8.486440182122078e-10,3.258000000000133e-08,-6.150770562928779e-05,3.258000000000133e-08,151835.0827138377
3.259000000000133e-08,-1.626480000000096,3.259000000000133e-08,8.50431303894641e-10,3.259000000000133e-08,-6.121183667567812e-05,3.259000000000133e-08,152824.9255693812
3.260000000000133e-08,-1.627200000000096,3.260000000000133e-08,8.522165766194742e-10,3.260000000000133e-08,-6.091783640502614e-05,3.260000000000133e-08,153820.0956669342
3.261000000000133e-08,-1.627920000000096,3.261000000000133e-08,8.539998129419277e-10,3.261000000000133e-08,-6.062569672130232e-05,3.261000000000133e-08,154820.5998862516
3.262000000000133e-08,-1.628640000000096,3.262000000000133e-08,8.557809896308144e-10,3.262000000000133e-08,-6.033540948688891e-05,3.262000000000133e-08,155826.4448980194
3.263000000000133e-08,-1.629360000000095,3.263000000000133e-08,8.575600836710134e-10,3.263000000000133e-08,-6.004696652384254e-05,3.263000000000133e-08,156837.6371641106
3.264000000000132e-08,-1.630080000000095,3.264000000000132e-08,8.593370722658697e-10,3.264000000000132e-08,-5.976035961515589e-05,3.264000000000132e-08,157854.1829378895
3.265000000000132e-08,-1.630800000000095,3.265000000000132e-08,8.611119328395151e-10,3.265000000000132e-08,-5.947558050602111e-05,3.265000000000132e-08,158876.0882645619
3.266000000000132e-08,-1.631520000000095,3.266000000000132e-08,8.628846430391133e-10,3.266000000000132e-08,-5.919262090509145e-05,3.266000000000132e-08,159903.3589815731
3.267000000000132e-08,-1.632240000000095,3.267000000000132e-08,8.646551807370278e-10,3.267000000000132e-08,-5.891147248574359e-05,3.267000000000132e-08,160936.0007190503
3.268000000000132e-08,-1.632960000000095,3.268000000000132e-08,8.664235240329126e-10,3.268000000000132e-08,-5.863212688733736e-05,3.268000000000132e-08,161974.0189002923
3.269000000000131e-08,-1.633680000000095,3.269000000000131e-08,8.681896512557251e-10,3.269000000000131e-08,-5.835457571647433e-05,3.269000000000131e-08,163017.4187423023
3.270000000000131e-08,-1.634400000000094,3.270000000000131e-08,8.699535409656616e-10,3.270000000000131e-08,-5.807881054825409e-05,3.270000000000131e-08,164066.2052563662
3.271000000000131e-08,-1.635120000000094,3.271000000000131e-08,8.717151719560158e-10,3.271000000000131e-08,-5.780482292752755e-05,3.271000000000131e-08,165120.3832486731
3.272000000000131e-08,-1.635840000000094,3.272000000000131e-08,8.73474523254958e-10,3.272000000000131e-08,-5.753260437014712e-05,3.272000000000131e-08,166179.9573209805
3.273000000000131e-08,-1.636560000000094,3.273000000000131e-08,8.752315741272397e-10,3.273000000000131e-08,-5.726214636421318e-05,3.273000000000131e-08,167244.9318713199
3.27400000000013e-08,-1.637280000000094,3.27400000000013e-08,8.769863040758176e-10,3.27400000000013e-08,-5.699344037131633e-05,3.27400000000013e-08,168315.3110947457
3.27500000000013e-08,-1.638000000000094,3.27500000000013e-08,8.787386928434024e-10,3.27500000000013e-08,-5.672647782777526e-05,3.27500000000013e-08,169391.0989841232
3.27600000000013e-08,-1.638720000000094,3.27600000000013e-08,8.804887204139284e-10,3.27600000000013e-08,-5.646125014586952e-05,3.27600000000013e-08,170472.2993309577
3.27700000000013e-08,-1.639440000000094,3.27700000000013e-08,8.822363670139492e-10,3.27700000000013e-08,-5.619774871506659e-05,3.27700000000013e-08,171558.9157262634
3.27800000000013e-08,-1.640160000000094,3.27800000000013e-08,8.839816131139539e-10,3.27800000000013e-08,-5.593596490324329e-05,3.27800000000013e-08,172650.9515614703
3.279000000000129e-08,-1.640880000000093,3.279000000000129e-08,8.857244394296076e-10,3.279000000000129e-08,-5.567589005790104e-05,3.279000000000129e-08,173748.4100293689
3.280000000000129e-08,-1.641600000000093,3.280000000000129e-08,8.874648269229169e-10,3.280000000000129e-08,-5.541751550737422e-05,3.280000000000129e-08,174851.2941250927
3.281000000000129e-08,-1.642320000000093,3.281000000000129e-08,8.89202756803319e-10,3.281000000000129e-08,-5.516083256203136e-05,3.281000000000129e-08,175959.6066471366
3.282000000000129e-08,-1.643040000000093,3.282000000000129e-08,8.909382105286953e-10,3.282000000000129e-08,-5.49058325154693e-05,3.282000000000129e-08,177073.3501984111
3.283000000000129e-08,-1.643760000000093,3.283000000000129e-08,8.926711698063101e-10,3.283000000000129e-08,-5.46525066456991e-05,3.283000000000129e-08,178192.527187331
3.284000000000129e-08,-1.644480000000093,3.284000000000129e-08,8.944016165936766e-10,3.284000000000129e-08,-5.440084621632394e-05,3.284000000000129e-08,179317.1398289386
3.285000000000128e-08,-1.645200000000093,3.285000000000128e-08,8.961295330993471e-10,3.285000000000128e-08,-5.415084247770851e-05,3.285000000000128e-08,180447.1901460596
3.286000000000128e-08,-1.645920000000092,3.286000000000128e-08,8.978549017836307e-10,3.286000000000128e-08,-5.390248666813956e-05,3.286000000000128e-08,181582.6799704916
3.287000000000128e-08,-1.646640000000092,3.287000000000128e-08,8.9957770535924e-10,3.287000000000128e-08,-5.365577001497691e-05,3.287000000000128e-08,182723.6109442243
3.288000000000128e-08,-1.647360000000092,3.288000000000128e-08,9.012979267918624e-10,3.288000000000128e-08,-5.341068373579547e-05,3.288000000000128e-08,183869.9845206896
3.289000000000128e-08,-1.648080000000092,3.289000000000128e-08,9.030155493006645e-10,3.289000000000128e-08,-5.316721903951691e-05,3.289000000000128e-08,185021.8019660434
3.290000000000127e-08,-1.648800000000092,3.290000000000127e-08,9.047305563587216e-10,3.290000000000127e-08,-5.292536712753159e-05,3.290000000000127e-08,186179.0643604733
3.291000000000127e-08,-1.649520000000092,3.291000000000127e-08,9.064429316933808e-10,3.291000000000127e-08,-5.26851191948097e-05,3.291000000000127e-08,187341.7725995383
3.292000000000127e-08,-1.650240000000092,3.292000000000127e-08,9.081526592865534e-10,3.292000000000127e-08,-5.244646643100189e-05,3.292000000000127e-08,188509.9273955332
3.293000000000127e-08,-1.650960000000091,3.293000000000127e-08,9.098597233749385e-10,3.293000000000127e-08,-5.220940002152896e-05,3.293000000000127e-08,189683.5292788796
3.294000000000127e-08,-1.651680000000091,3.294000000000127e-08,9.115641084501801e-10,3.294000000000127e-08,-5.197391114866026e-05,3.294000000000127e-08,190862.5785995445
3.295000000000126e-08,-1.652400000000091,3.295000000000126e-08,9.132657992589587e-10,3.295000000000126e-08,-5.173999099258033e-05,3.295000000000126e-08,192047.0755284813
3.296000000000126e-08,-1.653120000000091,3.296000000000126e-08,9.149647808030131e-10,3.296000000000126e-08,-5.150763073244428e-05,3.296000000000126e-08,193237.0200590965
3.297000000000126e-08,-1.653840000000091,3.297000000000126e-08,9.166610383391021e-10,3.297000000000126e-08,-5.127682154742098e-05,3.297000000000126e-08,194432.4120087382
3.298000000000126e-08,-1.654560000000091,3.298000000000126e-08,9.183545573788992e-10,3.298000000000126e-08,-5.104755461772377e-05,3.298000000000126e-08,195633.2510202088
3.299000000000126e-08,-1.65528000000009,3.299000000000126e-08,9.200453236888251e-10,3.299000000000126e-08,-5.081982112562954e-05,3.299000000000126e-08,196839.5365632961
3.300000000000126e-08,-1.656000000000091,3.300000000000126e-08,9.217333232898178e-10,3.300000000000126e-08,-5.059361225648438e-05,3.300000000000126e-08,198051.2679363283
3.301000000000125e-08,-1.65672000000009,3.301000000000125e-08,9.234185424570427e-10,3.301000000000125e-08,-5.036891919969713e-05,3.301000000000125e-08,199268.444267746
3.302000000000125e-08,-1.65744000000009,3.302000000000125e-08,9.251009677195404e-10,3.302000000000125e-08,-5.014573314971953e-05,3.302000000000125e-08,200491.0645176948
3.303000000000125e-08,-1.65816000000009,3.303000000000125e-08,9.267805858598173e-10,3.303000000000125e-08,-4.992404530701362e-05,3.303000000000125e-08,201719.127479635
3.304000000000125e-08,-1.65888000000009,3.304000000000125e-08,9.284573839133781e-10,3.304000000000125e-08,-4.970384687900544e-05,3.304000000000125e-08,202952.6317819696
3.305000000000125e-08,-1.65960000000009,3.305000000000125e-08,9.301313491681982e-10,3.305000000000125e-08,-4.948512908102602e-05,3.305000000000125e-08,204191.5758896866
3.306000000000124e-08,-1.66032000000009,3.306000000000124e-08,9.318024691641452e-10,3.306000000000124e-08,-4.926788313723776e-05,3.306000000000124e-08,205435.9581060203
3.307000000000124e-08,-1.66104000000009,3.307000000000124e-08,9.334707316923408e-10,3.307000000000124e-08,-4.905210028154831e-05,3.307000000000124e-08,206685.7765741234
3.308000000000124e-08,-1.661760000000089,3.308000000000124e-08,9.351361247944704e-10,3.308000000000124e-08,-4.883777175850969e-05,3.308000000000124e-08,207941.0292787563
3.309000000000124e-08,-1.662480000000089,3.309000000000124e-08,9.36798636762041e-10,3.309000000000124e-08,-4.86248888242041e-05,3.309000000000124e-08,209201.7140479881
3.310000000000124e-08,-1.663200000000089,3.310000000000124e-08,9.384582561355861e-10,3.310000000000124e-08,-4.841344274711557e-05,3.310000000000124e-08,210467.8285549098
3.311000000000123e-08,-1.663920000000089,3.311000000000123e-08,9.401149717038194e-10,3.311000000000123e-08,-4.820342480898713e-05,3.311000000000123e-08,211739.3703193599
3.312000000000123e-08,-1.664640000000089,3.312000000000123e-08,9.417687725027392e-10,3.312000000000123e-08,-4.799482630566478e-05,3.312000000000123e-08,213016.3367096595
3.313000000000123e-08,-1.665360000000089,3.313000000000123e-08,9.434196478146884e-10,3.313000000000123e-08,-4.778763854792585e-05,3.313000000000123e-08,214298.7249443601
3.314000000000123e-08,-1.666080000000089,3.314000000000123e-08,9.450675871673594e-10,3.314000000000123e-08,-4.758185286229431e-05,3.314000000000123e-08,215586.5320939975
3.315000000000123e-08,-1.666800000000088,3.315000000000123e-08,9.467125803327607e-10,3.315000000000123e-08,-4.73774605918408e-05,3.315000000000123e-08,216879.7550828567
3.316000000000122e-08,-1.667520000000088,3.316000000000122e-08,9.483546173261311e-10,3.316000000000122e-08,-4.717445309696908e-05,3.316000000000122e-08,218178.3906907423
3.317000000000122e-08,-1.668240000000088,3.317000000000122e-08,9.499936884048176e-10,3.317000000000122e-08,-4.69728217561872e-05,3.317000000000122e-08,219482.4355547588
3.318000000000122e-08,-1.668960000000088,3.318000000000122e-08,9.516297840671042e-10,3.318000000000122e-08,-4.677255796686479e-05,3.318000000000122e-08,220791.8861710947
3.319000000000122e-08,-1.669680000000088,3.319000000000122e-08,9.532628950510028e-10,3.319000000000122e-08,-4.657365314597549e-05,3.319000000000122e-08,222106.7388968145
3.320000000000122e-08,-1.670400000000088,3.320000000000122e-08,9.548930123330019e-10,3.320000000000122e-08,-4.637609873082509e-05,3.320000000000122e-08,223426.9899516535
3.321000000000122e-08,-1.671120000000088,3.321000000000122e-08,9.565201271267746e-10,3.321000000000122e-08,-4.617988617976533e-05,3.321000000000122e-08,224752.6354198172
3.322000000000121e-08,-1.671840000000087,3.322000000000121e-08,9.581442308818539e-10,3.322000000000121e-08,-4.59850069728923e-05,3.322000000000121e-08,226083.6712517879
3.323000000000121e-08,-1.672560000000087,3.323000000000121e-08,9.597653152822626e-10,3.323000000000121e-08,-4.579145261273176e-05,3.323000000000121e-08,227420.0932661273
3.324000000000121e-08,-1.673280000000087,3.324000000000121e-08,9.613833722451148e-10,3.324000000000121e-08,-4.559921462490858e-05,3.324000000000121e-08,228761.8971512888
3.325000000000121e-08,-1.674000000000087,3.325000000000121e-08,9.62998393919178e-10,3.325000000000121e-08,-4.540828455880243e-05,3.325000000000121e-08,230109.0784674262
3.326000000000121e-08,-1.674720000000087,3.326000000000121e-08,9.646103726834023e-10,3.326000000000121e-08,-4.521865398818918e-05,3.326000000000121e-08,231461.6326482059
3.32700000000012e-08,-1.675440000000087,3.32700000000012e-08,9.662193011454174e-10,3.32700000000012e-08,-4.503031451186742e-05,3.32700000000012e-08,232819.5550026177
3.32800000000012e-08,-1.676160000000087,3.32800000000012e-08,9.678251721400006e-10,3.32800000000012e-08,-4.484325775427067e-05,3.32800000000012e-08,234182.840716789
3.32900000000012e-08,-1.676880000000087,3.32900000000012e-08,9.694279787275068e-10,3.32900000000012e-08,-4.465747536606578e-05,3.32900000000012e-08,235551.4848557925
3.33000000000012e-08,-1.677600000000086,3.33000000000012e-08,9.710277141922782e-10,3.33000000000012e-08,-4.447295902473658e-05,3.33000000000012e-08,236925.482365458
3.33100000000012e-08,-1.678320000000086,3.33100000000012e-08,9.726243720410201e-10,3.33100000000012e-08,-4.42897004351534e-05,3.33100000000012e-08,238304.8280741792
3.332000000000119e-08,-1.679040000000086,3.332000000000119e-08,9.742179460011512e-10,3.332000000000119e-08,-4.410769133012859e-05,3.332000000000119e-08,239689.5166947193
3.333000000000119e-08,-1.679760000000086,3.333000000000119e-08,9.758084300191269e-10,3.333000000000119e-08,-4.392692347095816e-05,3.333000000000119e-08,241079.5428260115
3.334000000000119e-08,-1.680480000000086,3.334000000000119e-08,9.773958182587391e-10,3.334000000000119e-08,-4.374738864794883e-05,3.334000000000119e-08,242474.9009549594
3.335000000000119e-08,-1.681200000000086,3.335000000000119e-08,9.789801050993914e-10,3.335000000000119e-08,-4.35690786809319e-05,3.335000000000119e-08,243875.5854582304
3.336000000000119e-08,-1.681920000000086,3.336000000000119e-08,9.80561285134349e-10,3.336000000000119e-08,-4.33919854197629e-05,3.336000000000119e-08,245281.5906040448
3.337000000000118e-08,-1.682640000000085,3.337000000000118e-08,9.821393531689702e-10,3.337000000000118e-08,-4.321610074480769e-05,3.337000000000118e-08,246692.9105539611
3.338000000000118e-08,-1.683360000000085,3.338000000000118e-08,9.837143042189163e-10,3.338000000000118e-08,-4.304141656741455e-05,3.338000000000118e-08,248109.5393646558
3.339000000000118e-08,-1.684080000000085,3.339000000000118e-08,9.852861335083374e-10,3.339000000000118e-08,-4.286792483037359e-05,3.339000000000118e-08,249531.4709896948
3.340000000000118e-08,-1.684800000000085,3.340000000000118e-08,9.868548364680463e-10,3.340000000000118e-08,-4.269561750836186e-05,3.340000000000118e-08,250958.6992813012
