% v,g,i,r_read
0,0,0,1.7e-09,0,0,0,3354547.294715567
1e-11,0,1e-11,1.7e-09,1e-11,0,1e-11,3354547.294715567
2e-11,0,2e-11,1.7e-09,2e-11,0,2e-11,3354547.294715567
3e-11,0,3e-11,1.7e-09,3e-11,0,3e-11,3354547.294715567
4e-11,0,4e-11,1.7e-09,4e-11,0,4e-11,3354547.294715567
5.000000000000001e-11,0,5.000000000000001e-11,1.7e-09,5.000000000000001e-11,0,5.000000000000001e-11,3354547.294715567
6.000000000000001e-11,0,6.000000000000001e-11,1.7e-09,6.000000000000001e-11,0,6.000000000000001e-11,3354547.294715567
7.000000000000002e-11,0,7.000000000000002e-11,1.7e-09,7.000000000000002e-11,0,7.000000000000002e-11,3354547.294715567
8.000000000000002e-11,0,8.000000000000002e-11,1.7e-09,8.000000000000002e-11,0,8.000000000000002e-11,3354547.294715567
9.000000000000003e-11,0,9.000000000000003e-11,1.7e-09,9.000000000000003e-11,0,9.000000000000003e-11,3354547.294715567
1e-10,0,1e-10,1.7e-09,1e-10,0,1e-10,3354547.294715567
1.1e-10,0,1.1e-10,1.7e-09,1.1e-10,0,1.1e-10,3354547.294715567
1.2e-10,0,1.2e-10,1.7e-09,1.2e-10,0,1.2e-10,3354547.294715567
1.3e-10,0,1.3e-10,1.7e-09,1.3e-10,0,1.3e-10,3354547.294715567
1.4e-10,0,1.4e-10,1.7e-09,1.4e-10,0,1.4e-10,3354547.294715567
1.5e-10,0,1.5e-10,1.7e-09,1.5e-10,0,1.5e-10,3354547.294715567
1.6e-10,0,1.6e-10,1.7e-09,1.6e-10,0,1.6e-10,3354547.294715567
1.7e-10,0,1.7e-10,1.7e-09,1.7e-10,0,1.7e-10,3354547.294715567
1.8e-10,0,1.8e-10,1.7e-09,1.8e-10,0,1.8e-10,3354547.294715567
1.9e-10,0,1.9e-10,1.7e-09,1.9e-10,0,1.9e-10,3354547.294715567
2e-10,0,2e-10,1.7e-09,2e-10,0,2e-10,3354547.294715567
2.099999999999999e-10,0,2.099999999999999e-10,1.7e-09,2.099999999999999e-10,0,2.099999999999999e-10,3354547.294715567
2.199999999999999e-10,0,2.199999999999999e-10,1.7e-09,2.199999999999999e-10,0,2.199999999999999e-10,3354547.294715567
2.299999999999999e-10,0,2.299999999999999e-10,1.7e-09,2.299999999999999e-10,0,2.299999999999999e-10,3354547.294715567
2.399999999999999e-10,0,2.399999999999999e-10,1.7e-09,2.399999999999999e-10,0,2.399999999999999e-10,3354547.294715567
2.5e-10,0,2.5e-10,1.7e-09,2.5e-10,0,2.5e-10,3354547.294715567
2.6e-10,0,2.6e-10,1.7e-09,2.6e-10,0,2.6e-10,3354547.294715567
2.7e-10,0,2.7e-10,1.7e-09,2.7e-10,0,2.7e-10,3354547.294715567
2.8e-10,0,2.8e-10,1.7e-09,2.8e-10,0,2.8e-10,3354547.294715567
2.9e-10,0,2.9e-10,1.7e-09,2.9e-10,0,2.9e-10,3354547.294715567
3e-10,0,3e-10,1.7e-09,3e-10,0,3e-10,3354547.294715567
3.100000000000001e-10,0,3.100000000000001e-10,1.7e-09,3.100000000000001e-10,0,3.100000000000001e-10,3354547.294715567
3.200000000000001e-10,0,3.200000000000001e-10,1.7e-09,3.200000000000001e-10,0,3.200000000000001e-10,3354547.294715567
3.300000000000001e-10,0,3.300000000000001e-10,1.7e-09,3.300000000000001e-10,0,3.300000000000001e-10,3354547.294715567
3.400000000000001e-10,0,3.400000000000001e-10,1.7e-09,3.400000000000001e-10,0,3.400000000000001e-10,3354547.294715567
3.500000000000001e-10,0,3.500000000000001e-10,1.7e-09,3.500000000000001e-10,0,3.500000000000001e-10,3354547.294715567
3.600000000000002e-10,0,3.600000000000002e-10,1.7e-09,3.600000000000002e-10,0,3.600000000000002e-10,3354547.294715567
3.700000000000002e-10,0,3.700000000000002e-10,1.7e-09,3.700000000000002e-10,0,3.700000000000002e-10,3354547.294715567
3.800000000000002e-10,0,3.800000000000002e-10,1.7e-09,3.800000000000002e-10,0,3.800000000000002e-10,3354547.294715567
3.900000000000002e-10,0,3.900000000000002e-10,1.7e-09,3.900000000000002e-10,0,3.900000000000002e-10,3354547.294715567
4.000000000000002e-10,0,4.000000000000002e-10,1.7e-09,4.000000000000002e-10,0,4.000000000000002e-10,3354547.294715567
4.100000000000002e-10,0,4.100000000000002e-10,1.7e-09,4.100000000000002e-10,0,4.100000000000002e-10,3354547.294715567
4.200000000000003e-10,0,4.200000000000003e-10,1.7e-09,4.200000000000003e-10,0,4.200000000000003e-10,3354547.294715567
4.300000000000003e-10,0,4.300000000000003e-10,1.7e-09,4.300000000000003e-10,0,4.300000000000003e-10,3354547.294715567
4.400000000000003e-10,0,4.400000000000003e-10,1.7e-09,4.400000000000003e-10,0,4.400000000000003e-10,3354547.294715567
4.500000000000003e-10,0,4.500000000000003e-10,1.7e-09,4.500000000000003e-10,0,4.500000000000003e-10,3354547.294715567
4.600000000000003e-10,0,4.600000000000003e-10,1.7e-09,4.600000000000003e-10,0,4.600000000000003e-10,3354547.294715567
4.700000000000003e-10,0,4.700000000000003e-10,1.7e-09,4.700000000000003e-10,0,4.700000000000003e-10,3354547.294715567
4.800000000000003e-10,0,4.800000000000003e-10,1.7e-09,4.800000000000003e-10,0,4.800000000000003e-10,3354547.294715567
4.900000000000003e-10,0,4.900000000000003e-10,1.7e-09,4.900000000000003e-10,0,4.900000000000003e-10,3354547.294715567
5.000000000000002e-10,0,5.000000000000002e-10,1.7e-09,5.000000000000002e-10,0,5.000000000000002e-10,3354547.294715567
5.100000000000002e-10,0,5.100000000000002e-10,1.7e-09,5.100000000000002e-10,0,5.100000000000002e-10,3354547.294715567
5.200000000000002e-10,0,5.200000000000002e-10,1.7e-09,5.200000000000002e-10,0,5.200000000000002e-10,3354547.294715567
5.300000000000001e-10,0,5.300000000000001e-10,1.7e-09,5.300000000000001e-10,0,5.300000000000001e-10,3354547.294715567
5.400000000000001e-10,0,5.400000000000001e-10,1.7e-09,5.400000000000001e-10,0,5.400000000000001e-10,3354547.294715567
5.500000000000001e-10,0,5.500000000000001e-10,1.7e-09,5.500000000000001e-10,0,5.500000000000001e-10,3354547.294715567
5.6e-10,0,5.6e-10,1.7e-09,5.6e-10,0,5.6e-10,3354547.294715567
5.7e-10,0,5.7e-10,1.7e-09,5.7e-10,0,5.7e-10,3354547.294715567
5.8e-10,0,5.8e-10,1.7e-09,5.8e-10,0,5.8e-10,3354547.294715567
5.899999999999999e-10,0,5.899999999999999e-10,1.7e-09,5.899999999999999e-10,0,5.899999999999999e-10,3354547.294715567
5.999999999999999e-10,0,5.999999999999999e-10,1.7e-09,5.999999999999999e-10,0,5.999999999999999e-10,3354547.294715567
6.099999999999999e-10,0,6.099999999999999e-10,1.7e-09,6.099999999999999e-10,0,6.099999999999999e-10,3354547.294715567
6.199999999999998e-10,0,6.199999999999998e-10,1.7e-09,6.199999999999998e-10,0,6.199999999999998e-10,3354547.294715567
6.299999999999998e-10,0,6.299999999999998e-10,1.7e-09,6.299999999999998e-10,0,6.299999999999998e-10,3354547.294715567
