rram_0.mem_0:rram_temperature (p_level=0.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=0.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=3.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=3.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=4.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=4.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=5.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=5.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=6.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=6.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=7.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=7.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=8.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=8.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=9.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=9.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.00e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.00e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.10e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.10e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.20e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.20e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.30e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.30e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.40e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.40e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.50e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.50e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.60e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.60e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.70e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.70e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.80e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.80e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=1.90e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=1.90e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.00e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.00e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.10e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.10e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.20e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.20e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.30e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.30e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.40e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.40e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.50e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.50e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.60e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.60e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.70e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.70e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.80e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.80e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=2.90e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=2.90e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=3.00e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=3.00e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_temperature (p_level=3.10e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_temperature (p_level=3.10e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=0.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=0.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=3.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=3.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=4.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=4.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=5.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=5.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=6.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=6.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=7.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=7.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=8.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=8.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=9.00e+00) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=9.00e+00) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.00e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.00e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.10e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.10e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.20e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.20e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.30e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.30e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.40e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.40e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.50e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.50e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.60e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.60e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.70e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.70e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.80e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.80e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=1.90e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=1.90e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.00e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.00e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.10e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.10e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.20e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.20e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.30e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.30e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.40e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.40e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.50e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.50e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.60e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.60e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.70e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.70e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.80e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.80e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=2.90e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=2.90e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=3.00e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=3.00e+01) (interpolated wth step=1e-10) Y,rram_0.mem_0:rram_r_read (p_level=3.10e+01) (interpolated wth step=1e-10) X,rram_0.mem_0:rram_r_read (p_level=3.10e+01) (interpolated wth step=1e-10) Y
0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567,0,3354547.294715567
1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,300,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567,1e-10,3354547.294715567
2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,300,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567,2e-10,3354547.294715567
3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,300,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567,3e-10,3354547.294715567
4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,300,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567,4e-10,3354547.294715567
5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,300,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567,5e-10,3354547.294715567
6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,300,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567,6e-10,3354547.294715567
7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,300,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567,7e-10,3354547.294715567
7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,300,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567,7.999999999999999e-10,3354547.294715567
8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,300,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567,8.999999999999999e-10,3354547.294715567
