p_level ,"value(getData(""rram_0.mem_0:rram_r_read"" ?result ""tran"") 130n) (-real)","value(getData(""rram_0.mem_0:rram_r_read"" ?result ""tran"") 130n) (-real)"
528,3331000,3331000
529,3331000,3331000
530,3331000,3331000
531,3332000,3332000
532,3332000,3332000
533,3332000,3332000
534,3333000,3333000
535,3333000,3333000
536,3333000,3333000
537,3334000,3334000
538,3334000,3334000
539,3334000,3334000
540,3334000,3334000
541,3335000,3335000
542,3335000,3335000
543,3335000,3335000
544,3336000,3336000
545,3336000,3336000
546,3336000,3336000
547,3336000,3336000
548,3337000,3337000
549,3337000,3337000
550,3337000,3337000
551,3337000,3337000
552,3338000,3338000
553,3338000,3338000
554,3338000,3338000
555,3338000,3338000
556,3339000,3339000
557,3339000,3339000
558,3339000,3339000
559,3339000,3339000
560,3339000,3339000
561,3340000,3340000
562,3340000,3340000
563,3340000,3340000
564,3340000,3340000
565,3340000,3340000
566,3341000,3341000
567,3341000,3341000
568,3341000,3341000
569,3341000,3341000
570,3341000,3341000
571,3342000,3342000
572,3342000,3342000
573,3342000,3342000
574,3342000,3342000
575,3342000,3342000
576,3342000,3342000
577,3343000,3343000
578,3343000,3343000
579,3343000,3343000
580,3343000,3343000
581,3343000,3343000
582,3343000,3343000
583,3344000,3344000
584,3344000,3344000
585,3344000,3344000
586,3344000,3344000
587,3344000,3344000
588,3344000,3344000
589,3344000,3344000
590,3345000,3345000
591,3345000,3345000
592,3345000,3345000
593,3345000,3345000
594,3345000,3345000
595,3345000,3345000
596,3345000,3345000
597,3345000,3345000
598,3346000,3346000
599,3346000,3346000
600,3346000,3346000
601,3346000,3346000
602,3346000,3346000
603,3346000,3346000
604,3346000,3346000
605,3346000,3346000
606,3346000,3346000
607,3347000,3347000
608,3347000,3347000
609,3347000,3347000
610,3347000,3347000
611,3347000,3347000
612,3347000,3347000
613,3347000,3347000
614,3347000,3347000
615,3347000,3347000
616,3347000,3347000
617,3348000,3348000
618,3348000,3348000
619,3348000,3348000
620,3348000,3348000
621,3348000,3348000
622,3348000,3348000
623,3348000,3348000
624,3348000,3348000
625,3348000,3348000
626,3348000,3348000
627,3348000,3348000
628,3348000,3348000
629,3349000,3349000
630,3349000,3349000
631,3349000,3349000
632,3349000,3349000
633,3349000,3349000
634,3349000,3349000
635,3349000,3349000
636,3349000,3349000
637,3349000,3349000
638,3349000,3349000
639,3349000,3349000
640,3349000,3349000
641,3349000,3349000
642,3349000,3349000
643,3349000,3349000
644,3350000,3350000
645,3350000,3350000
646,3350000,3350000
647,3350000,3350000
648,3350000,3350000
649,3350000,3350000
650,3350000,3350000
651,3350000,3350000
652,3350000,3350000
653,3350000,3350000
654,3350000,3350000
655,3350000,3350000
656,3350000,3350000
657,3350000,3350000
658,3350000,3350000
659,3350000,3350000
660,3350000,3350000
661,3350000,3350000
662,3351000,3351000
663,3351000,3351000
664,3351000,3351000
665,3351000,3351000
666,3351000,3351000
667,3351000,3351000
668,3351000,3351000
669,3351000,3351000
670,3351000,3351000
671,3351000,3351000
672,3351000,3351000
673,3351000,3351000
674,3351000,3351000
675,3351000,3351000
676,3351000,3351000
677,3351000,3351000
678,3351000,3351000
679,3351000,3351000
680,3351000,3351000
681,3351000,3351000
682,3351000,3351000
683,3351000,3351000
684,3351000,3351000
685,3351000,3351000
686,3352000,3352000
687,3352000,3352000
688,3352000,3352000
689,3352000,3352000
690,3352000,3352000
691,3352000,3352000
692,3352000,3352000
693,3352000,3352000
694,3352000,3352000
695,3352000,3352000
696,3352000,3352000
697,3352000,3352000
698,3352000,3352000
699,3352000,3352000
700,3352000,3352000
701,3352000,3352000
702,3352000,3352000
703,3352000,3352000
704,3352000,3352000
705,3352000,3352000
706,3352000,3352000
707,3352000,3352000
708,3352000,3352000
709,3352000,3352000
710,3352000,3352000
711,3352000,3352000
712,3352000,3352000
713,3352000,3352000
714,3352000,3352000
715,3352000,3352000
716,3352000,3352000
717,3352000,3352000
718,3352000,3352000
719,3352000,3352000
720,3352000,3352000
721,3353000,3353000
722,3353000,3353000
723,3353000,3353000
724,3353000,3353000
725,3353000,3353000
726,3353000,3353000
727,3353000,3353000
728,3353000,3353000
729,3353000,3353000
730,3353000,3353000
731,3353000,3353000
732,3353000,3353000
733,3353000,3353000
734,3353000,3353000
735,3353000,3353000
736,3353000,3353000
737,3353000,3353000
738,3353000,3353000
739,3353000,3353000
740,3353000,3353000
741,3353000,3353000
742,3353000,3353000
743,3353000,3353000
744,3353000,3353000
745,3353000,3353000
746,3353000,3353000
747,3353000,3353000
748,3353000,3353000
749,3353000,3353000
750,3353000,3353000
751,3353000,3353000
752,3353000,3353000
753,3353000,3353000
754,3353000,3353000
755,3353000,3353000
756,3353000,3353000
757,3353000,3353000
758,3353000,3353000
759,3353000,3353000
760,3353000,3353000
761,3353000,3353000
762,3353000,3353000
763,3353000,3353000
764,3353000,3353000
765,3353000,3353000
766,3353000,3353000
767,3353000,3353000
768,3353000,3353000
769,3353000,3353000
770,3353000,3353000
771,3353000,3353000
772,3353000,3353000
773,3353000,3353000
774,3353000,3353000
775,3353000,3353000
776,3353000,3353000
777,3353000,3353000
778,3353000,3353000
779,3353000,3353000
780,3353000,3353000
781,3353000,3353000
782,3353000,3353000
783,3353000,3353000
784,3353000,3353000
785,3354000,3354000
786,3354000,3354000
787,3354000,3354000
788,3354000,3354000
789,3354000,3354000
790,3354000,3354000
791,3354000,3354000
792,3354000,3354000
793,3354000,3354000
794,3354000,3354000
795,3354000,3354000
796,3354000,3354000
797,3354000,3354000
798,3354000,3354000
799,3354000,3354000
800,3354000,3354000
801,3354000,3354000
802,3354000,3354000
803,3354000,3354000
804,3354000,3354000
805,3354000,3354000
806,3354000,3354000
807,3354000,3354000
808,3354000,3354000
809,3354000,3354000
810,3354000,3354000
811,3354000,3354000
812,3354000,3354000
813,3354000,3354000
814,3354000,3354000
815,3354000,3354000
816,3354000,3354000
817,3354000,3354000
818,3354000,3354000
819,3354000,3354000
820,3354000,3354000
821,3354000,3354000
822,3354000,3354000
823,3354000,3354000
824,3354000,3354000
825,3354000,3354000
826,3354000,3354000
827,3354000,3354000
828,3354000,3354000
829,3354000,3354000
830,3354000,3354000
831,3354000,3354000
832,3354000,3354000
833,3354000,3354000
834,3354000,3354000
835,3354000,3354000
836,3354000,3354000
837,3354000,3354000
838,3354000,3354000
839,3354000,3354000
840,3354000,3354000
841,3354000,3354000
842,3354000,3354000
843,3354000,3354000
844,3354000,3354000
845,3354000,3354000
846,3354000,3354000
847,3354000,3354000
848,3354000,3354000
849,3354000,3354000
850,3354000,3354000
851,3354000,3354000
852,3354000,3354000
853,3354000,3354000
854,3354000,3354000
855,3354000,3354000
856,3354000,3354000
857,3354000,3354000
858,3354000,3354000
859,3354000,3354000
860,3354000,3354000
861,3354000,3354000
862,3354000,3354000
863,3354000,3354000
864,3354000,3354000
865,3354000,3354000
866,3354000,3354000
867,3354000,3354000
868,3354000,3354000
869,3354000,3354000
870,3354000,3354000
871,3354000,3354000
872,3354000,3354000
873,3354000,3354000
874,3354000,3354000
875,3354000,3354000
876,3354000,3354000
877,3354000,3354000
878,3354000,3354000
879,3354000,3354000
880,3354000,3354000
881,3354000,3354000
882,3354000,3354000
883,3354000,3354000
884,3354000,3354000
885,3354000,3354000
886,3354000,3354000
887,3354000,3354000
888,3354000,3354000
889,3354000,3354000
890,3354000,3354000
891,3354000,3354000
892,3354000,3354000
893,3354000,3354000
894,3354000,3354000
895,3354000,3354000
896,3354000,3354000
897,3354000,3354000
898,3354000,3354000
899,3354000,3354000
900,3354000,3354000
901,3354000,3354000
902,3354000,3354000
903,3354000,3354000
904,3354000,3354000
905,3354000,3354000
906,3354000,3354000
907,3354000,3354000
908,3354000,3354000
909,3354000,3354000
910,3354000,3354000
911,3354000,3354000
912,3354000,3354000
913,3354000,3354000
914,3354000,3354000
915,3354000,3354000
916,3354000,3354000
917,3354000,3354000
918,3354000,3354000
919,3354000,3354000
920,3354000,3354000
921,3354000,3354000
922,3354000,3354000
923,3354000,3354000
924,3354000,3354000
925,3354000,3354000
926,3354000,3354000
927,3354000,3354000
928,3354000,3354000
929,3354000,3354000
930,3354000,3354000
931,3354000,3354000
932,3354000,3354000
933,3354000,3354000
934,3354000,3354000
935,3354000,3354000
936,3354000,3354000
937,3354000,3354000
938,3354000,3354000
939,3354000,3354000
940,3354000,3354000
941,3354000,3354000
942,3354000,3354000
943,3354000,3354000
944,3354000,3354000
945,3354000,3354000
946,3354000,3354000
947,3354000,3354000
948,3354000,3354000
949,3354000,3354000
950,3354000,3354000
951,3354000,3354000
952,3354000,3354000
953,3354000,3354000
954,3354000,3354000
955,3354000,3354000
956,3354000,3354000
957,3354000,3354000
958,3354000,3354000
959,3354000,3354000
960,3354000,3354000
961,3354000,3354000
962,3354000,3354000
963,3354000,3354000
964,3354000,3354000
965,3354000,3354000
966,3354000,3354000
967,3354000,3354000
968,3354000,3354000
969,3354000,3354000
970,3354000,3354000
971,3354000,3354000
972,3354000,3354000
973,3354000,3354000
974,3354000,3354000
975,3354000,3354000
976,3354000,3354000
977,3354000,3354000
978,3354000,3354000
979,3354000,3354000
980,3354000,3354000
981,3354000,3354000
982,3354000,3354000
983,3354000,3354000
984,3354000,3354000
985,3354000,3354000
986,3354000,3354000
987,3354000,3354000
988,3354000,3354000
989,3354000,3354000
990,3354000,3354000
991,3354000,3354000
992,3354000,3354000
993,3354000,3354000
994,3354000,3354000
995,3354000,3354000
996,3354000,3354000
997,3354000,3354000
998,3354000,3354000
999,3354000,3354000
1000,3354000,3354000
1001,3354000,3354000
1002,3354000,3354000
1003,3354000,3354000
1004,3354000,3354000
1005,3354000,3354000
1006,3354000,3354000
1007,3354000,3354000
1008,3354000,3354000
1009,3354000,3354000
1010,3354000,3354000
1011,3354000,3354000
1012,3354000,3354000
1013,3354000,3354000
1014,3354000,3354000
1015,3354000,3354000
1016,3354000,3354000
1017,3354000,3354000
1018,3354000,3354000
1019,3354000,3354000
1020,3354000,3354000
1021,3354000,3354000
1022,3354000,3354000
1023,3355000,3355000
