p_level ,value(getData("rram_0.mem_0:rram_r_read" ?result "tran") 130n) (-real)
323.0,818.4E3
324.0,821.7E3
325.0,824.9E3
326.0,828.0E3
327.0,831.1E3
328.0,834.2E3
329.0,837.3E3
330.0,840.3E3
331.0,843.3E3
332.0,846.2E3
333.0,849.1E3
334.0,852.0E3
335.0,854.8E3
336.0,857.6E3
337.0,860.3E3
338.0,863.1E3
339.0,865.7E3
340.0,868.4E3
341.0,871.0E3
342.0,873.5E3
343.0,876.0E3
344.0,878.5E3
345.0,881.0E3
346.0,883.4E3
347.0,885.7E3
348.0,888.0E3
349.0,890.3E3
350.0,892.6E3
351.0,894.8E3
352.0,897.0E3
353.0,899.1E3
354.0,901.2E3
355.0,903.3E3
356.0,905.3E3
357.0,907.3E3
358.0,909.2E3
359.0,911.1E3
360.0,913.0E3
361.0,914.9E3
362.0,916.7E3
363.0,918.5E3
364.0,920.2E3
365.0,921.9E3
366.0,923.6E3
367.0,925.2E3
368.0,926.8E3
369.0,928.4E3
370.0,930.0E3
371.0,931.5E3
372.0,933.0E3
373.0,934.4E3
374.0,935.8E3
375.0,937.2E3
376.0,938.6E3
377.0,939.9E3
378.0,941.3E3
379.0,942.5E3
380.0,943.8E3
381.0,945.0E3
382.0,946.2E3
383.0,947.4E3
384.0,948.6E3
385.0,949.7E3
386.0,950.8E3
387.0,951.9E3
388.0,952.9E3
389.0,954.0E3
390.0,955.0E3
391.0,956.0E3
392.0,956.9E3
393.0,957.9E3
394.0,958.8E3
395.0,959.7E3
396.0,960.6E3
397.0,961.5E3
398.0,962.3E3
399.0,963.1E3
400.0,963.9E3
401.0,964.7E3
402.0,965.5E3
403.0,966.3E3
404.0,967.0E3
405.0,967.7E3
406.0,968.4E3
407.0,969.1E3
408.0,969.8E3
409.0,970.4E3
410.0,971.1E3
411.0,971.7E3
412.0,972.3E3
413.0,972.9E3
414.0,973.5E3
415.0,974.1E3
416.0,974.7E3
417.0,975.2E3
418.0,975.7E3
419.0,976.3E3
420.0,976.8E3
421.0,977.3E3
422.0,977.8E3
423.0,978.2E3
424.0,978.7E3
425.0,979.2E3
426.0,979.6E3
427.0,980.1E3
428.0,980.5E3
429.0,980.9E3
430.0,981.3E3
431.0,981.7E3
432.0,982.1E3
433.0,982.5E3
434.0,982.8E3
435.0,983.2E3
436.0,983.6E3
437.0,983.9E3
438.0,984.2E3
439.0,984.6E3
440.0,984.9E3
441.0,985.2E3
442.0,985.5E3
443.0,985.8E3
444.0,986.1E3
445.0,986.4E3
446.0,986.7E3
447.0,987.0E3
448.0,987.2E3
449.0,987.5E3
450.0,987.7E3
451.0,988.0E3
452.0,988.2E3
453.0,988.5E3
454.0,988.7E3
455.0,988.9E3
456.0,989.2E3
457.0,989.4E3
458.0,989.6E3
459.0,989.8E3
460.0,990.0E3
461.0,990.2E3
462.0,990.4E3
463.0,990.6E3
464.0,990.8E3
465.0,991.0E3
466.0,991.1E3
467.0,991.3E3
468.0,991.5E3
469.0,991.7E3
470.0,991.8E3
471.0,992.0E3
472.0,992.1E3
473.0,992.3E3
474.0,992.4E3
475.0,992.6E3
476.0,992.7E3
477.0,992.9E3
478.0,993.0E3
479.0,993.1E3
480.0,993.3E3
481.0,993.4E3
482.0,993.5E3
483.0,993.7E3
484.0,993.8E3
485.0,993.9E3
486.0,994.0E3
487.0,994.1E3
488.0,994.2E3
489.0,994.3E3
490.0,994.4E3
491.0,994.5E3
492.0,994.6E3
493.0,994.7E3
494.0,994.8E3
495.0,994.9E3
496.0,995.0E3
497.0,995.1E3
498.0,995.2E3
499.0,995.3E3
500.0,995.4E3
501.0,995.5E3
502.0,995.5E3
503.0,995.6E3
504.0,995.7E3
505.0,995.8E3
506.0,995.8E3
507.0,995.9E3
508.0,996.0E3
509.0,996.1E3
510.0,996.1E3
511.0,996.2E3
512.0,996.3E3
513.0,996.3E3
514.0,996.4E3
515.0,996.5E3
516.0,996.5E3
517.0,996.6E3
518.0,996.6E3
519.0,996.7E3
520.0,996.7E3
521.0,996.8E3
522.0,996.9E3
523.0,996.9E3
524.0,997.0E3
525.0,997.0E3
526.0,997.1E3
527.0,997.1E3
528.0,997.1E3
529.0,997.2E3
530.0,997.2E3
531.0,997.3E3
532.0,997.3E3
533.0,997.4E3
534.0,997.4E3
535.0,997.5E3
536.0,997.5E3
537.0,997.5E3
538.0,997.6E3
539.0,997.6E3
540.0,997.6E3
541.0,997.7E3
542.0,997.7E3
543.0,997.8E3
544.0,997.8E3
545.0,997.8E3
546.0,997.9E3
547.0,997.9E3
548.0,997.9E3
549.0,997.9E3
550.0,998.0E3
551.0,998.0E3
552.0,998.0E3
553.0,998.1E3
554.0,998.1E3
555.0,998.1E3
556.0,998.1E3
557.0,998.2E3
558.0,998.2E3
559.0,998.2E3
560.0,998.2E3
561.0,998.3E3
562.0,998.3E3
563.0,998.3E3
564.0,998.3E3
565.0,998.4E3
566.0,998.4E3
567.0,998.4E3
568.0,998.4E3
569.0,998.5E3
570.0,998.5E3
571.0,998.5E3
572.0,998.5E3
573.0,998.5E3
574.0,998.6E3
575.0,998.6E3
576.0,998.6E3
577.0,998.6E3
578.0,998.6E3
579.0,998.6E3
580.0,998.7E3
581.0,998.7E3
582.0,998.7E3
583.0,998.7E3
584.0,998.7E3
585.0,998.7E3
586.0,998.8E3
587.0,998.8E3
588.0,998.8E3
589.0,998.8E3
590.0,998.8E3
591.0,998.8E3
592.0,998.8E3
593.0,998.9E3
594.0,998.9E3
595.0,998.9E3
596.0,998.9E3
597.0,998.9E3
598.0,998.9E3
599.0,998.9E3
600.0,998.9E3
601.0,998.9E3
602.0,999.0E3
603.0,999.0E3
604.0,999.0E3
605.0,999.0E3
606.0,999.0E3
607.0,999.0E3
608.0,999.0E3
609.0,999.0E3
610.0,999.0E3
611.0,999.1E3
612.0,999.1E3
613.0,999.1E3
614.0,999.1E3
615.0,999.1E3
616.0,999.1E3
617.0,999.1E3
618.0,999.1E3
619.0,999.1E3
620.0,999.1E3
621.0,999.1E3
622.0,999.1E3
623.0,999.2E3
624.0,999.2E3
625.0,999.2E3
626.0,999.2E3
627.0,999.2E3
628.0,999.2E3
629.0,999.2E3
630.0,999.2E3
631.0,999.2E3
632.0,999.2E3
633.0,999.2E3
634.0,999.2E3
635.0,999.2E3
636.0,999.2E3
637.0,999.2E3
638.0,999.3E3
639.0,999.3E3
640.0,999.3E3
641.0,999.3E3
642.0,999.3E3
643.0,999.3E3
644.0,999.3E3
645.0,999.3E3
646.0,999.3E3
647.0,999.3E3
648.0,999.3E3
649.0,999.3E3
650.0,999.3E3
651.0,999.3E3
652.0,999.3E3
653.0,999.3E3
654.0,999.3E3
655.0,999.3E3
656.0,999.3E3
657.0,999.4E3
658.0,999.4E3
659.0,999.4E3
660.0,999.4E3
661.0,999.4E3
662.0,999.4E3
663.0,999.4E3
664.0,999.4E3
665.0,999.4E3
666.0,999.4E3
667.0,999.4E3
668.0,999.4E3
669.0,999.4E3
670.0,999.4E3
671.0,999.4E3
672.0,999.4E3
673.0,999.4E3
674.0,999.4E3
675.0,999.4E3
676.0,999.4E3
677.0,999.4E3
678.0,999.4E3
679.0,999.4E3
680.0,999.4E3
681.0,999.4E3
682.0,999.4E3
683.0,999.4E3
684.0,999.4E3
685.0,999.4E3
686.0,999.4E3
687.0,999.5E3
688.0,999.5E3
689.0,999.5E3
690.0,999.5E3
691.0,999.5E3
692.0,999.5E3
693.0,999.5E3
694.0,999.5E3
695.0,999.5E3
696.0,999.5E3
697.0,999.5E3
698.0,999.5E3
699.0,999.5E3
700.0,999.5E3
701.0,999.5E3
702.0,999.5E3
703.0,999.5E3
704.0,999.5E3
705.0,999.5E3
706.0,999.5E3
707.0,999.5E3
708.0,999.5E3
709.0,999.5E3
710.0,999.5E3
711.0,999.5E3
712.0,999.5E3
713.0,999.5E3
714.0,999.5E3
715.0,999.5E3
716.0,999.5E3
717.0,999.5E3
718.0,999.5E3
719.0,999.5E3
720.0,999.5E3
721.0,999.5E3
722.0,999.5E3
723.0,999.5E3
724.0,999.5E3
725.0,999.5E3
726.0,999.5E3
727.0,999.5E3
728.0,999.5E3
729.0,999.5E3
730.0,999.5E3
731.0,999.5E3
732.0,999.5E3
733.0,999.5E3
734.0,999.5E3
735.0,999.5E3
736.0,999.5E3
737.0,999.5E3
738.0,999.5E3
739.0,999.5E3
740.0,999.5E3
741.0,999.5E3
742.0,999.5E3
743.0,999.5E3
744.0,999.5E3
745.0,999.6E3
746.0,999.6E3
747.0,999.6E3
748.0,999.6E3
749.0,999.6E3
750.0,999.6E3
751.0,999.6E3
752.0,999.6E3
753.0,999.6E3
754.0,999.6E3
755.0,999.6E3
756.0,999.6E3
757.0,999.6E3
758.0,999.6E3
759.0,999.6E3
760.0,999.6E3
761.0,999.6E3
762.0,999.6E3
763.0,999.6E3
764.0,999.6E3
765.0,999.6E3
766.0,999.6E3
767.0,999.6E3
768.0,999.6E3
769.0,999.6E3
770.0,999.6E3
771.0,999.6E3
772.0,999.6E3
773.0,999.6E3
774.0,999.6E3
775.0,999.6E3
776.0,999.6E3
777.0,999.6E3
778.0,999.6E3
779.0,999.6E3
780.0,999.6E3
781.0,999.6E3
782.0,999.6E3
783.0,999.6E3
784.0,999.6E3
785.0,999.6E3
786.0,999.6E3
787.0,999.6E3
788.0,999.6E3
789.0,999.6E3
790.0,999.6E3
791.0,999.6E3
792.0,999.6E3
793.0,999.6E3
794.0,999.6E3
795.0,999.6E3
796.0,999.6E3
797.0,999.6E3
798.0,999.6E3
799.0,999.6E3
800.0,999.6E3
801.0,999.6E3
802.0,999.6E3
803.0,999.6E3
804.0,999.6E3
805.0,999.6E3
806.0,999.6E3
807.0,999.6E3
808.0,999.6E3
809.0,999.6E3
810.0,999.6E3
811.0,999.6E3
812.0,999.6E3
813.0,999.6E3
814.0,999.6E3
815.0,999.6E3
816.0,999.6E3
817.0,999.6E3
818.0,999.6E3
819.0,999.6E3
820.0,999.6E3
821.0,999.6E3
822.0,999.6E3
823.0,999.6E3
824.0,999.6E3
825.0,999.6E3
826.0,999.6E3
827.0,999.6E3
828.0,999.6E3
829.0,999.6E3
830.0,999.6E3
831.0,999.6E3
832.0,999.6E3
833.0,999.6E3
834.0,999.6E3
835.0,999.6E3
836.0,999.6E3
837.0,999.6E3
838.0,999.6E3
839.0,999.6E3
840.0,999.6E3
841.0,999.6E3
842.0,999.6E3
843.0,999.6E3
844.0,999.6E3
845.0,999.6E3
846.0,999.6E3
847.0,999.6E3
848.0,999.6E3
849.0,999.6E3
850.0,999.6E3
851.0,999.6E3
852.0,999.6E3
853.0,999.6E3
854.0,999.6E3
855.0,999.6E3
856.0,999.6E3
857.0,999.6E3
858.0,999.6E3
859.0,999.6E3
860.0,999.6E3
861.0,999.6E3
862.0,999.6E3
863.0,999.6E3
864.0,999.6E3
865.0,999.6E3
866.0,999.6E3
867.0,999.6E3
868.0,999.6E3
869.0,999.6E3
870.0,999.6E3
871.0,999.6E3
872.0,999.6E3
873.0,999.6E3
874.0,999.6E3
875.0,999.6E3
876.0,999.6E3
877.0,999.6E3
878.0,999.6E3
879.0,999.6E3
880.0,999.6E3
881.0,999.6E3
882.0,999.6E3
883.0,999.6E3
884.0,999.6E3
885.0,999.6E3
886.0,999.6E3
887.0,999.6E3
888.0,999.6E3
889.0,999.6E3
890.0,999.6E3
891.0,999.6E3
892.0,999.6E3
893.0,999.6E3
894.0,999.6E3
895.0,999.6E3
896.0,999.6E3
897.0,999.6E3
898.0,999.6E3
899.0,999.6E3
900.0,999.6E3
901.0,999.6E3
902.0,999.6E3
903.0,999.6E3
904.0,999.6E3
905.0,999.6E3
906.0,999.6E3
907.0,999.6E3
908.0,999.6E3
909.0,999.6E3
910.0,999.6E3
911.0,999.6E3
912.0,999.6E3
913.0,999.6E3
914.0,999.6E3
915.0,999.6E3
916.0,999.6E3
917.0,999.6E3
918.0,999.6E3
919.0,999.6E3
920.0,999.6E3
921.0,999.6E3
922.0,999.6E3
923.0,999.6E3
924.0,999.6E3
925.0,999.6E3
926.0,999.6E3
927.0,999.6E3
928.0,999.6E3
929.0,999.6E3
930.0,999.6E3
931.0,999.6E3
932.0,999.6E3
933.0,999.6E3
934.0,999.6E3
935.0,999.6E3
936.0,999.6E3
937.0,999.6E3
938.0,999.6E3
939.0,999.6E3
940.0,999.6E3
941.0,999.6E3
942.0,999.6E3
943.0,999.6E3
944.0,999.6E3
945.0,999.6E3
946.0,999.6E3
947.0,999.6E3
948.0,999.6E3
949.0,999.6E3
950.0,999.6E3
951.0,999.6E3
952.0,999.6E3
953.0,999.6E3
954.0,999.6E3
955.0,999.6E3
956.0,999.6E3
957.0,999.6E3
958.0,999.6E3
959.0,999.6E3
960.0,999.6E3
961.0,999.6E3
962.0,999.6E3
963.0,999.6E3
964.0,999.6E3
965.0,999.6E3
966.0,999.6E3
967.0,999.6E3
968.0,999.6E3
969.0,999.6E3
970.0,999.6E3
971.0,999.6E3
972.0,999.6E3
973.0,999.6E3
974.0,999.6E3
975.0,999.6E3
976.0,999.6E3
977.0,999.6E3
978.0,999.6E3
979.0,999.6E3
980.0,999.6E3
981.0,999.6E3
982.0,999.6E3
983.0,999.6E3
984.0,999.6E3
985.0,999.6E3
986.0,999.6E3
987.0,999.6E3
988.0,999.6E3
989.0,999.6E3
990.0,999.6E3
991.0,999.6E3
992.0,999.6E3
993.0,999.6E3
994.0,999.6E3
995.0,999.6E3
996.0,999.6E3
997.0,999.6E3
998.0,999.6E3
999.0,999.6E3
1.000E3,999.6E3
1.001E3,999.6E3
1.002E3,999.6E3
1.003E3,999.6E3
1.004E3,999.6E3
1.005E3,999.6E3
1.006E3,999.6E3
1.007E3,999.6E3
1.008E3,999.6E3
1.009E3,999.6E3
1.010E3,999.6E3
1.011E3,999.6E3
1.012E3,999.6E3
1.013E3,999.6E3
1.014E3,999.6E3
1.015E3,999.6E3
1.016E3,999.6E3
1.017E3,999.6E3
1.018E3,999.6E3
1.019E3,999.6E3
1.020E3,999.6E3
1.021E3,999.6E3
1.022E3,999.6E3
1.023E3,999.6E3
