9.983641929456925936e+03,9.983641929456925936e+03,9.983641929456925936e+03,9.983641929456925936e+03,9.983641929456925936e+03
3.479297257738220651e+04,4.191516034729366220e+04,6.201721219591468252e+04,8.477005098758671375e+04,1.192262624582861026e+05
5.985107230811024783e+04,7.390287898408297042e+04,1.139100430436259048e+05,1.589566602896467084e+05,2.252208128079003945e+05
8.476833266562415520e+04,1.052854444546779996e+05,1.650245615449536999e+05,2.342086636092526023e+05,3.325894062400084804e+05
1.095657058047418977e+05,1.375129751593554975e+05,2.168989639086294919e+05,3.086420841296502040e+05,4.425370081601638230e+05
1.346963052504431107e+05,1.691282016289001913e+05,2.694924908771056798e+05,3.832417726822164841e+05,5.475608336513699032e+05
1.599234397029704123e+05,2.016962008414014126e+05,3.200562364834548207e+05,4.587727617949835258e+05,6.596515053010138217e+05
1.850107685256242112e+05,2.325880274424986856e+05,3.717582992722968920e+05,5.333064537897225237e+05,7.713451564202113077e+05
2.097060008399414946e+05,2.650195926380287274e+05,4.238183682653526776e+05,6.067055483033146011e+05,8.803653268423264381e+05
2.349745302193028037e+05,2.976107049966282793e+05,4.748628573095537722e+05,6.806842194643254625e+05,9.701000876508307410e+05
2.594263697664306092e+05,3.284343907376545249e+05,5.284857146194771631e+05,7.545929850717807421e+05,1.084612295214476995e+06
2.841315835637315759e+05,3.601606945776530192e+05,5.808229655249692732e+05,8.294301933845118620e+05,1.176436527832030086e+06
3.089670317283092882e+05,3.926805001238256227e+05,6.331714750885107787e+05,9.092271029777043732e+05,1.280068737433488946e+06
3.337747075437338208e+05,4.237924604166548816e+05,6.838330304959204514e+05,9.801830082623023773e+05,1.392927267522654030e+06
3.583589062324403785e+05,4.571145830633327132e+05,7.352495351082418347e+05,1.058744864067002898e+06,1.510797603907197015e+06
3.842553002259727218e+05,4.881292881537869107e+05,7.862939369281108957e+05,1.131312351389293093e+06,1.628885595602609916e+06
4.095889041119682952e+05,5.208375560515950201e+05,8.407714096455747494e+05,1.207366754543696996e+06,1.743040347114027943e+06
4.340507823102034745e+05,5.525996181566598825e+05,8.927335885512945242e+05,1.285195866568475030e+06,1.850457390455360059e+06
4.592923743703213986e+05,5.829141385135147721e+05,9.408571061485193204e+05,1.350046364407575922e+06,1.949717604959260905e+06
4.831215730108593125e+05,6.165248951685213251e+05,9.949792054490911542e+05,1.426302418158852030e+06,2.040450153356106021e+06
5.092654065492823138e+05,6.478931494281976484e+05,1.043447819915666012e+06,1.499445892319573089e+06,2.161258026304986794e+06
5.334242711647336837e+05,6.791671887903050520e+05,1.096086360386454035e+06,1.579444716836099979e+06,2.265681068251531105e+06
5.592649944767770357e+05,7.124162343481520656e+05,1.151456718717481010e+06,1.652824589663747931e+06,2.383709624820026103e+06
5.843589478745398810e+05,7.420398112693527946e+05,1.198718795134810964e+06,1.728240898521895055e+06,2.482324024886003230e+06
6.083006668928315630e+05,7.747436174511089921e+05,1.250900519751043990e+06,1.802686109051297884e+06,2.602749315934407059e+06
6.340289073029457359e+05,8.070071180083057843e+05,1.305092857324013021e+06,1.880158174026083900e+06,2.698821982232888229e+06
6.587925754089572001e+05,8.396049524821175728e+05,1.355222099187135929e+06,1.950189456054491922e+06,2.811138071909239981e+06
6.830166441131270258e+05,8.708101054635107284e+05,1.407863926855988102e+06,2.024700777575650951e+06,2.921314839791576844e+06
7.083342708320808597e+05,9.026578780488090124e+05,1.459619814429326914e+06,2.100926223488120828e+06,3.029797602881188039e+06
7.334688767448537983e+05,9.346101974059380591e+05,1.511479517800112022e+06,2.175588844636774156e+06,3.135037650202441961e+06
7.581914076290898956e+05,9.662481780135306763e+05,1.563605276543010958e+06,2.250261072769192047e+06,3.243021809931441210e+06
7.830718939754657913e+05,9.981799995151706971e+05,1.615230322776549961e+06,2.325154479465148877e+06,3.351371584551251959e+06
